SAMPLE_NO,SAMPLE_SOURCE_CODE,SAMPLE_SOURCE,ROCK_GROUP_CODE,ROCK_GROUP,LITHO_CODE,LITHO_CONF,LITHOLOGY_NAME,LITHO_MODIFIER,MAP_SYMBOL,STRAT_CONF,STRAT_NAME,COLLECTED_BY,COLLECTORS_NUMBER,COLLECTED_DATE,DRILLHOLE_NUMBER,DH_NAME,DH_DEPTH_FROM,DH_DEPTH_TO,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,SAMPLE_ANALYSIS_NO,OTHER_ANALYSIS_ID,ANALYSIS_PROGRAM,ANALYSIS_TYPE_DESC,LABORATORY,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,K_ppm,LOI_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pr_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
2137572,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,589.0,590.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688419,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,75152.15665519978,2.5,1e-06,1420.5,2.4,0.15,11350.14836795252,0.12,174.6,8.3,1e-06,2.72,3.0,9.11,5.35,2.53,746.0,32314.471567461704,18.4,10.53,1e-06,10.3,1.93,0.059,47401.6270961315,31600.0,91.5,22.9,0.79,10251.462340951575,851.9206939281289,0.7,21587.537091988128,24.0,68.8,1e-06,872.8288382648163,1e-06,1e-06,19.85,1e-06,198.7,1e-06,1e-06,0.87,1e-06,1e-06,307109.8022717712,12.54,3.0,71.5,1.7,1.64,1e-06,33.21,4675.418090271534,1.07,0.8,5.63,26.0,1e-06,50.9,5.04,52.0,400.0
2137574,QCORE,Sawn quarter drill core,IFEF,Igneous Felsic Extrusive Fragmental,IGNM,,Ignimbrite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,607.0,608.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688420,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,77586.6631383964,3.3,1e-06,1068.6,3.4,0.17,10163.204747774482,0.13,180.7,6.3,1e-06,5.3,3.0,8.92,5.16,2.56,965.0,34412.81387703714,19.9,9.88,1e-06,11.0,1.78,0.068,46820.52133488295,34300.0,98.2,14.9,0.77,8743.894349635168,774.4733581164809,0.9,18249.258160237387,25.3,74.5,1e-06,829.1873963515756,7.0,1e-06,21.06,1e-06,228.3,1e-06,1e-06,1.17,1e-06,1e-06,306315.1498153602,12.74,3.0,69.6,1.8,1.48,0.05,34.88,4615.47683270395,0.95,0.75,6.83,35.0,1e-06,47.4,4.93,37.0,410.0
2137575,QCORE,Sawn quarter drill core,IFEF,Igneous Felsic Extrusive Fragmental,IGNM,,Ignimbrite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,630.0,631.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688421,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,75893.09341095528,2.7,1e-06,1292.7,3.1,0.14,12833.827893175074,0.16,170.6,5.6,1e-06,4.34,2.0,8.68,5.08,2.28,967.0,30705.74246345387,19.3,9.59,1e-06,10.3,1.77,0.065,47567.65731363108,34900.0,88.6,13.4,0.76,9226.316106856419,851.9206939281289,0.8,17433.234421364985,24.7,66.4,1e-06,785.5459544383347,1e-06,1e-06,19.16,1e-06,230.2,1e-06,152.0,1.09,1e-06,1e-06,307530.5006310476,11.76,3.0,72.8,1.8,1.46,1e-06,34.3,4375.711802433615,0.99,0.78,7.44,25.0,1e-06,48.3,5.01,38.0,418.0
2137576,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,650.0,651.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688422,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,71447.47287642234,1.4,1e-06,1038.3,3.1,0.34,22551.928783382788,0.04,205.5,5.4,1e-06,4.66,2.0,9.19,5.36,2.71,926.0,28887.179128488497,17.8,10.73,1e-06,10.5,1.89,0.095,43416.90187614146,49800.00000000001,109.4,14.3,0.82,11517.81945365736,1239.1573729863694,1.0,17359.050445103858,22.5,80.7,1e-06,567.3387448721306,6.0,1e-06,23.1,1e-06,211.9,1e-06,113.0,0.61,1e-06,1e-06,300331.88426120696,13.79,3.0,67.6,1.6,1.56,1e-06,33.27,4076.005514595697,0.93,0.81,8.45,26.0,1e-06,51.7,5.2,38.0,420.0
2137577,QCORE,Sawn quarter drill core,IFEF,Igneous Felsic Extrusive Fragmental,IGNM,,Ignimbrite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,663.0,664.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688423,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,75946.01746493782,3.0,1e-06,1346.9,3.6,0.13,18991.097922848665,0.16,212.1,5.5,1e-06,8.78,3.0,8.95,5.34,2.56,850.0,33083.86374763937,18.2,10.09,1e-06,10.9,1.86,0.078,45741.324921135645,44700.0,112.1,14.2,0.8,10492.6732195622,774.4733581164809,0.6,14836.795252225518,23.2,79.0,1.0,698.2630706118531,7.0,1e-06,23.02,1e-06,240.3,1e-06,1e-06,0.88,1e-06,1e-06,299396.99901837046,13.44,4.0,140.6,1.8,1.55,0.06,35.21,4315.770544866032,1.16,0.81,8.16,21.0,1e-06,47.5,5.06,48.0,418.0
2137578,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,667.0,668.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688424,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,79968.24556761049,0.6,1e-06,1420.1,0.9,0.06,28560.830860534123,0.1,36.3,52.6,73.0,7.32,62.0,4.76,2.7,1.66,746.0,87640.76379660067,18.2,4.74,1e-06,3.2,0.95,0.07,20753.77718744812,80800.0,16.5,59.6,0.37,54272.4476873907,1626.3940520446097,0.2,20623.14540059347,4.0,20.0,75.0,1221.9603735707428,1e-06,1e-06,4.75,1e-06,71.9,1e-06,1e-06,0.21,28.0,1e-06,209788.24849249754,4.74,1e-06,357.2,0.2,0.79,1e-06,2.4,8451.717317029312,0.6,0.41,0.37,238.0,1e-06,25.4,2.4,150.0,122.0
2137579,PULP,"Pulp / powdered rock of known origin, typically a lab return",IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,690.0,691.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688425,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,80603.3342154009,1.2,1e-06,585.6,0.9,0.02,49035.60830860534,0.07,44.1,55.6,73.0,1.63,5.0,5.18,2.93,1.8,440.0,99671.25970483318,20.2,5.37,1e-06,3.4,1.04,0.073,12120.205877469702,37500.0,20.3,32.8,0.39,43719.47174817584,1394.0520446096655,0.3,24851.632047477742,5.0,23.7,71.0,1309.2432573972244,1e-06,1e-06,5.63,1e-06,38.8,1e-06,1e-06,0.08,29.0,1e-06,224419.20254288786,5.47,1.0,240.2,0.3,0.87,0.06,3.48,8631.541089732063,0.18,0.41,0.71,256.0,1e-06,27.7,2.65,114.0,124.0
2137580,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,705.0,706.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688426,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,81026.72664726118,0.6,1e-06,1080.5,0.7,0.01,35756.6765578635,0.06,35.8,54.7,74.0,1.12,29.0,4.79,2.76,1.74,410.0,94565.29341819962,18.5,4.92,1e-06,3.1,0.99,0.074,11124.024572472192,54600.0,16.4,37.3,0.39,48362.78116143037,1471.4993804213136,0.2,27596.439169139467,4.0,20.3,74.0,1309.2432573972244,1e-06,1e-06,4.82,1e-06,36.3,1e-06,332.0,0.11,30.0,1e-06,214789.88454167254,4.78,1e-06,511.5,0.2,0.79,0.05,2.36,8751.42360486723,0.27,0.39,0.46,254.0,1e-06,26.5,2.59,119.0,114.0
2137581,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,727.0,728.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688427,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,81820.58745699922,1.4,1e-06,491.0,0.7,0.01,71735.90504451038,0.11,37.9,52.8,69.0,8.98,44.0,4.82,2.79,1.84,401.0,93795.90123802198,19.9,5.13,1e-06,3.0,1.01,0.074,5811.057612485473,43000.0,17.3,24.3,0.36,39618.886811795215,1316.6047087980176,0.4,16691.39465875371,3.9,21.7,74.0,1309.2432573972244,1e-06,1e-06,5.03,1e-06,15.5,1e-06,358.0,0.06,29.0,1e-06,216051.9796195017,4.89,1e-06,367.7,0.2,0.81,0.06,2.32,8811.364862434813,0.19,0.41,0.39,245.0,1e-06,26.3,2.47,101.0,111.0
2137582,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,748.0,749.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688428,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,80709.18232336597,1e-06,1e-06,451.4,0.6,0.03,31750.741839762613,0.06,37.0,54.7,66.0,0.46,29.0,4.69,2.72,1.79,397.0,94845.07239280968,18.2,4.8,1e-06,2.9,1.0,0.071,8301.510874979247,60900.0,16.9,39.5,0.34,49207.01923656757,1394.0520446096655,0.5,30637.982195845696,4.0,20.6,75.0,1440.167583136947,1e-06,1e-06,4.81,1e-06,24.9,1e-06,366.0,0.16,29.0,1e-06,215163.8386388071,4.89,2.0,302.6,0.2,0.77,0.06,2.33,8571.59983216448,0.18,0.38,0.42,231.0,1e-06,25.1,2.39,134.0,105.0
2137583,PULP,"Pulp / powdered rock of known origin, typically a lab return",IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,771.0,772.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688429,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,80338.71394548821,0.6,1e-06,457.2,0.5,1e-06,46364.98516320475,0.07,38.9,54.6,72.0,3.88,31.0,4.94,2.86,1.66,385.0,104007.83381128909,17.1,5.04,1e-06,3.0,1.01,0.075,6641.208699983397,48400.0,17.9,29.7,0.37,48724.59747934632,1626.3940520446097,0.2,24035.608308605344,4.3,21.3,78.0,1396.5261412237062,1e-06,1e-06,5.1,1e-06,20.8,1e-06,1e-06,1e-06,30.0,1e-06,209507.7829196466,5.07,1e-06,354.1,0.2,0.82,1e-06,2.45,9051.12989270515,0.12,0.41,0.44,256.0,1e-06,26.8,2.55,99.0,113.0
2137584,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,787.0,788.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688430,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,81714.73934903413,0.9,0.0001,455.2,0.7,0.01,74480.71216617209,0.13,39.0,53.7,72.0,9.2,37.0,4.88,2.78,1.79,392.0,95964.18829124993,19.6,5.24,1e-06,3.1,0.97,0.074,7056.284243732359,32000.0,17.8,23.7,0.38,38473.13513839474,1394.0520446096655,0.4,16172.106824925815,4.1,21.6,72.0,1352.8846993104653,1e-06,1e-06,5.02,1e-06,20.5,1e-06,143.0,0.08,30.0,1e-06,217314.0746973309,5.2,1.0,355.7,0.2,0.82,0.06,2.42,8931.247377569982,0.22,0.41,0.4,256.0,1e-06,25.8,2.52,100.0,107.0
2137585,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,806.0,807.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688431,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,79544.85313575019,1.5,1e-06,386.3,0.9,0.04,56379.82195845697,0.07,40.8,52.1,58.0,0.49,47.0,4.92,2.86,1.76,474.0,96174.02252220745,20.7,5.29,1e-06,3.0,1.02,0.074,7886.435331230284,41700.0,18.8,27.2,0.39,39799.79497075317,1703.8413878562578,0.3,27002.967359050443,4.5,22.1,69.0,1309.2432573972244,1e-06,1e-06,5.27,1e-06,25.1,1e-06,299.0,0.21,28.0,1e-06,216472.67797877814,5.12,1e-06,192.2,0.2,0.84,0.06,2.83,8991.188635137565,0.15,0.43,0.54,253.0,1e-06,27.5,2.62,118.0,110.0
2137599,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,411.0,412.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688432,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,73723.20719767133,1.0,1e-06,1258.6,1.8,0.16,8456.973293768546,0.15,169.9,9.6,1e-06,1.38,3.0,9.01,5.19,2.41,496.0,34342.86913338463,18.7,10.04,1e-06,9.5,1.83,0.07,50971.27677237258,22599.999999999996,90.9,18.1,0.75,9527.8297051197,1006.8153655514252,0.9,24777.448071216615,23.3,69.1,3.0,741.9045125250939,8.0,1e-06,19.66,1e-06,219.4,1e-06,1e-06,1.61,1e-06,1e-06,309914.4580002805,12.38,2.0,82.7,1.7,1.53,0.06,32.79,4555.535575136367,1.03,0.77,5.59,26.0,1e-06,51.1,5.06,48.0,373.0
2137600,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,431.0,432.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688433,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,73405.66287377613,3.6,1e-06,1179.4,1.7,0.31,10014.836795252226,0.15,164.8,7.2,1e-06,1.36,2.0,9.11,5.23,2.35,570.0,34482.75862068965,17.8,9.84,1e-06,10.1,1.82,0.071,51220.32209862195,25800.0,86.8,14.3,0.76,8562.986190677198,929.3680297397771,1.1,26038.57566765578,22.8,66.4,3.0,741.9045125250939,11.0,1e-06,19.04,1e-06,206.3,1e-06,1e-06,1.48,1e-06,1e-06,306408.63833964383,12.05,2.0,72.5,1.7,1.55,0.06,33.23,4495.594317568783,0.81,0.84,7.05,32.0,1e-06,49.2,4.89,38.0,374.0
2137601,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,450.0,451.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688434,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,74093.67557554909,2.7,1e-06,1263.4,2.1,0.26,7566.765578635014,0.18,175.3,7.2,1e-06,2.0,1e-06,9.36,5.52,2.48,638.0,36091.48772469749,18.1,10.13,1e-06,10.3,1.91,0.056,52299.51851236925,20900.0,93.0,16.7,0.79,7658.445395887355,774.4733581164809,1.0,25519.28783382789,24.0,68.6,2.0,741.9045125250939,9.0,1e-06,20.09,1e-06,223.4,1e-06,1e-06,1.15,1e-06,1e-06,308792.59570887673,12.23,2.0,80.9,1.8,1.6,1e-06,34.48,4555.535575136367,0.78,0.81,5.5,22.0,1e-06,51.3,5.12,45.0,403.0
2137602,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,469.0,470.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688435,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,73881.97935961896,3.0,1e-06,1584.2,1.9,0.17,8605.3412462908,0.16,176.5,5.9,1e-06,1.2,4.0,9.19,5.33,2.53,425.0,33153.80849129188,17.9,10.04,1e-06,10.4,1.91,0.053,51718.41275112071,26200.0,93.1,13.8,0.82,7236.32635831876,929.3680297397771,1.2,27225.519287833824,23.7,67.6,1.0,829.1873963515756,8.0,1e-06,20.06,1e-06,192.9,1e-06,139.0,1.0,1e-06,1e-06,306548.8711260693,12.22,2.0,78.3,1.7,1.56,1e-06,33.59,4555.535575136367,0.87,0.8,7.78,27.0,1.0,50.8,5.09,34.0,394.0
2137603,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,489.0,490.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688436,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,74199.52368351415,1.2,1e-06,1173.6,2.7,0.17,10682.492581602372,0.16,169.3,8.3,1e-06,4.1,3.0,9.35,5.51,2.34,678.0,29656.571308666156,19.5,10.04,1e-06,10.1,1.96,0.093,49560.0199236261,37300.0,92.9,18.4,0.82,10492.6732195622,929.3680297397771,1.0,20919.88130563798,23.6,71.2,2.0,785.5459544383347,10.0,1e-06,20.42,1e-06,231.1,1e-06,1e-06,1.14,1e-06,1e-06,306361.894077502,12.32,2.0,70.9,1.7,1.57,0.05,33.15,4435.653060001199,0.87,0.88,6.44,24.0,1e-06,54.5,5.22,46.0,398.0
2137604,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,510.0,511.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688437,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,72929.34638793331,3.9,1e-06,1183.9,3.2,0.15,10014.836795252226,0.05,175.1,9.5,1e-06,3.38,6.0,9.23,5.44,2.42,811.0,34552.703364342175,18.8,9.67,1e-06,10.7,1.87,0.065,48812.88394487797,34800.0,92.5,25.6,0.85,10492.6732195622,929.3680297397771,1.1,20623.14540059347,23.9,69.3,3.0,785.5459544383347,7.0,1e-06,19.6,1e-06,232.9,1e-06,1e-06,1.0,1e-06,1e-06,304538.86785397097,12.27,2.0,79.9,1.7,1.59,1e-06,34.04,4555.535575136367,0.97,0.79,7.51,30.0,1e-06,51.0,5.24,49.0,411.0
2137605,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,530.0,531.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688438,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,73670.28314368881,1.3,1e-06,1533.0,3.0,0.1,7640.949554896142,0.19,179.2,7.5,1e-06,2.2,2.0,9.17,5.3,2.49,711.0,35531.92977547737,19.1,9.89,1e-06,10.5,1.88,0.049,50639.21633737341,28100.0,94.2,27.6,0.77,9346.921546161731,774.4733581164809,0.8,22997.032640949554,24.0,68.9,1.0,698.2630706118531,9.0,1e-06,19.99,1e-06,234.2,1e-06,1e-06,0.93,1e-06,1e-06,305847.707193942,12.39,2.0,125.2,1.8,1.56,0.05,34.25,4495.594317568783,0.86,0.81,5.72,27.0,1e-06,51.4,5.06,53.0,418.0
2137606,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Ma15,,Gawler Range Volcanics unit 15,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,549.0,550.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688439,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,73458.58692775868,1.2,1e-06,1900.5,2.7,0.12,11127.596439169138,0.18,175.6,7.9,1e-06,3.12,5.0,9.32,5.38,2.42,737.0,33363.642722249424,19.3,10.14,1e-06,10.8,1.9,0.061,51967.45807737009,32400.000000000004,90.8,22.9,0.8,9527.8297051197,1006.8153655514252,1.0,21661.72106824926,24.8,69.2,4.0,829.1873963515756,6.0,1e-06,19.74,1e-06,253.5,1e-06,98.0,1.01,1e-06,1e-06,305660.73014537466,12.42,2.0,100.3,1.8,1.59,0.06,33.4,4735.3593478391185,0.92,0.83,6.22,32.0,1e-06,53.7,5.22,62.0,437.0
2137607,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,828.0,829.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688440,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,83143.6888065626,1.6,1e-06,506.4,0.8,0.01,61795.25222551929,0.09,43.8,47.7,63.0,2.33,40.0,5.17,3.04,1.83,440.0,92746.73008323423,21.4,5.52,1e-06,3.6,1.1,0.074,13365.432508716589,43400.0,20.1,20.1,0.42,36784.65898812036,1471.4993804213136,0.4,20326.409495548964,5.2,23.9,72.0,1352.8846993104653,29.0,1e-06,5.65,1e-06,39.5,1e-06,122.0,0.16,30.0,1e-06,216051.9796195017,5.51,1e-06,284.1,0.4,0.9,1e-06,3.66,9290.894922975485,0.33,0.44,0.71,260.0,1e-06,29.2,2.58,113.0,132.0
2137608,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,850.0,851.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688441,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,72241.33368616036,1.9,0.0001,270.9,1.2,0.02,45252.22551928783,0.07,57.9,46.1,26.0,0.99,47.0,5.44,3.09,1.98,559.0,95124.85136741975,20.4,5.88,1e-06,4.0,1.11,0.07,6392.16337373402,70600.0,28.3,33.2,0.42,38593.74057770005,1626.3940520446097,0.5,27893.17507418397,6.4,29.4,42.0,1352.8846993104653,5.0,1e-06,7.19,1e-06,19.7,1e-06,216.0,0.44,26.0,1e-06,220726.4058336839,6.29,1.0,131.1,0.4,0.92,1e-06,4.87,8751.42360486723,0.21,0.44,1.11,253.0,1e-06,28.8,2.65,137.0,148.0
2137609,PULP,"Pulp / powdered rock of known origin, typically a lab return",SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,860.0,861.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688442,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,112939.93119872983,2.0,0.0002,1156.3,2.2,0.04,5563.798219584569,0.41,63.8,56.5,91.0,54.38,36.0,7.97,4.67,2.63,299.0,131845.84178498987,27.7,8.58,1e-06,4.9,1.65,0.101,51801.427859870506,63099.99999999999,31.5,12.5,0.62,8020.261713803293,619.5786864931847,0.8,5712.166172106825,6.4,37.3,77.0,1178.3189316575022,9.0,1e-06,8.65,1e-06,348.7,1e-06,80.0,0.11,45.0,1e-06,198616.36984060207,8.52,1.0,68.5,0.3,1.33,0.06,4.03,12707.54660432776,1.95,0.67,0.73,290.0,1e-06,45.5,4.01,221.0,179.0
2137610,PULP,"Pulp / powdered rock of known origin, typically a lab return",GB,Breccia (Undifferentiated),BREC,,Breccia (Undiff. Origin),,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,868.0,869.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688443,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,91611.53744376819,0.8,1e-06,95.4,1.3,0.03,86869.43620178042,0.12,45.9,36.0,59.0,17.78,1e-06,5.45,3.09,2.11,456.0,104357.55752955165,31.4,5.82,0.37,3.3,1.14,0.077,10293.873484974265,67100.0,21.9,121.4,0.45,37086.17258638365,1548.9467162329618,0.3,1557.8635014836796,4.4,26.2,49.0,1396.5261412237062,9.0,1e-06,5.99,1e-06,63.0,1e-06,1e-06,0.17,29.0,1e-06,187257.5141401393,5.83,1e-06,1284.0,0.2,0.91,0.09,2.6,8391.776059461727,0.21,0.45,0.41,269.0,1e-06,30.4,2.67,141.0,127.0
